"Aeroporto","Semana","Voos_como_Destino","Voos_como_Origem","Total_Voos"
"SBSN",20,8,7,15
"SBSN",21,13,13,26
"SBSN",22,12,12,24
"SBSN",23,12,11,23
"SBSN",24,11,11,22
"SBSN",25,14,14,28
"SBSN",26,13,11,24
"SBSN",27,21,21,42
"SBSN",28,20,19,39
"SBSN",29,19,19,38
"SBSN",30,20,20,40
"SBSN",31,18,18,36
"SBSN",32,25,26,51
"SBSN",33,27,27,54
"SBSN",34,26,27,53
"SBSN",35,26,26,52
"SBSN",36,29,29,58
"SBSN",37,32,32,64
"SBSN",38,37,37,74
"SBSN",39,34,33,67
"SBSN",40,32,32,64
"SBSN",41,43,43,86
"SBSN",42,51,52,103
"SBSN",43,43,42,85
"SBSN",44,43,43,86
"SBSN",45,44,46,90
"SBSN",46,38,40,78
"SBSN",47,35,38,73
"SBSN",48,36,37,73
"SBSN",49,50,50,100
"SBSN",50,47,49,96
"SBSN",51,57,58,115
"SBSN",52,48,49,97
"SBSN",53,14,15,29
"SBPF",1,36,37,73
"SBPF",2,40,40,80
"SBPF",3,40,40,80
"SBPF",4,40,40,80
"SBPF",5,40,40,80
"SBPF",6,37,37,74
"SBPF",7,31,31,62
"SBPF",8,26,25,51
"SBPF",9,34,34,68
"SBPF",10,37,37,74
"SBPF",11,33,33,66
"SBPF",12,17,17,34
"SBPF",13,1,1,2
"SBPF",27,2,2,4
"SBPF",28,1,1,2
"SBPF",29,2,2,4
"SBPF",30,2,2,4
"SBPF",31,2,2,4
"SBPF",32,2,2,4
"SBPF",33,2,2,4
"SBPF",34,2,2,4
"SBPF",35,2,2,4
"SBPF",36,3,3,6
"SBPF",37,3,3,6
"SBPF",38,3,3,6
"SBPF",39,3,3,6
"SBPF",40,2,2,4
"SBPF",41,5,5,10
"SBPF",42,5,6,11
"SBPF",43,4,4,8
"SBPF",44,4,4,8
"SBPF",45,6,6,12
"SBPF",46,4,4,8
"SBPF",47,4,4,8
"SBPF",48,5,5,10
"SBPF",49,6,6,12
"SBPF",50,6,6,12
"SBPF",51,7,7,14
"SBPF",52,7,7,14
"SBPF",53,1,1,2
"SBTE",1,94,91,185
"SBTE",2,97,97,194
"SBTE",3,93,94,187
"SBTE",4,98,98,196
"SBTE",5,94,94,188
"SBTE",6,76,79,155
"SBTE",7,84,82,166
"SBTE",8,69,69,138
"SBTE",9,81,83,164
"SBTE",10,81,81,162
"SBTE",11,81,81,162
"SBTE",12,65,66,131
"SBTE",13,12,13,25
"SBTE",14,6,6,12
"SBTE",15,7,7,14
"SBTE",16,4,4,8
"SBTE",17,4,4,8
"SBTE",18,3,3,6
"SBTE",19,5,5,10
"SBTE",20,8,8,16
"SBTE",21,8,8,16
"SBTE",22,9,9,18
"SBTE",23,9,9,18
"SBTE",24,9,9,18
"SBTE",25,15,15,30
"SBTE",26,16,16,32
"SBTE",27,24,24,48
"SBTE",28,21,22,43
"SBTE",29,33,33,66
"SBTE",30,29,29,58
"SBTE",31,29,28,57
"SBTE",32,29,29,58
"SBTE",33,31,30,61
"SBTE",34,33,32,65
"SBTE",35,33,33,66
"SBTE",36,42,41,83
"SBTE",37,42,42,84
"SBTE",38,37,37,74
"SBTE",39,36,36,72
"SBTE",40,43,42,85
"SBTE",41,44,44,88
"SBTE",42,51,51,102
"SBTE",43,47,47,94
"SBTE",44,43,44,87
"SBTE",45,50,51,101
"SBTE",46,55,53,108
"SBTE",47,50,51,101
"SBTE",48,52,49,101
"SBTE",49,61,61,122
"SBTE",50,63,61,124
"SBTE",51,71,69,140
"SBTE",52,69,67,136
"SBTE",53,20,22,42
"SBPB",1,2,2,4
"SBPB",2,1,1,2
"SBPB",3,1,1,2
"SBPB",4,1,1,2
"SBPB",5,1,1,2
"SBPB",6,1,1,2
"SBPB",7,1,1,2
"SBPB",8,1,1,2
"SBPB",9,1,1,2
"SBPB",10,1,1,2
"SBPB",11,1,1,2
"SBPB",12,1,1,2
"SBPB",51,1,1,2
"SBPB",52,2,2,4
"SBPB",53,1,1,2
"SBBW",1,3,3,6
"SBBW",2,4,4,8
"SBBW",3,4,4,8
"SBBW",4,4,4,8
"SBBW",5,4,4,8
"SBBW",6,4,4,8
"SBBW",7,3,3,6
"SBBW",8,3,3,6
"SBBW",9,4,4,8
"SBBW",10,4,4,8
"SBBW",11,4,4,8
"SBBW",44,1,1,2
"SBBW",45,7,7,14
"SBBW",46,7,7,14
"SBBW",47,7,7,14
"SBBW",48,7,7,14
"SBBW",49,7,7,14
"SBBW",50,7,7,14
"SBBW",51,7,7,14
"SBBW",52,3,3,6
"SBBW",53,1,1,2
"SBGV",1,5,5,10
"SBGV",2,6,6,12
"SBGV",3,6,6,12
"SBGV",4,6,6,12
"SBGV",5,5,5,10
"SBGV",6,7,7,14
"SBGV",7,7,7,14
"SBGV",8,8,8,16
"SBGV",9,7,7,14
"SBGV",10,7,7,14
"SBGV",11,7,7,14
"SBGV",12,4,4,8
"SBGV",31,2,2,4
"SBGV",32,5,5,10
"SBGV",33,5,5,10
"SBGV",34,5,5,10
"SBGV",35,5,5,10
"SBGV",36,5,5,10
"SBGV",37,5,5,10
"SBGV",38,5,5,10
"SBGV",39,5,5,10
"SBGV",40,6,6,12
"SBGV",41,7,7,14
"SBGV",42,8,8,16
"SBGV",43,8,8,16
"SBGV",44,8,8,16
"SBGV",45,9,9,18
"SBGV",46,10,10,20
"SBGV",47,10,10,20
"SBGV",48,11,11,22
"SBGV",49,16,16,32
"SBGV",50,16,16,32
"SBGV",51,12,11,23
"SBGV",52,8,8,16
"SBGV",53,2,2,4
"SBGL",1,962,958,1920
"SBGL",2,987,985,1972
"SBGL",3,966,963,1929
"SBGL",4,927,907,1834
"SBGL",5,959,943,1902
"SBGL",6,925,928,1853
"SBGL",7,919,921,1840
"SBGL",8,835,835,1670
"SBGL",9,897,896,1793
"SBGL",10,801,793,1594
"SBGL",11,788,779,1567
"SBGL",12,499,487,986
"SBGL",13,108,102,210
"SBGL",14,29,27,56
"SBGL",15,29,29,58
"SBGL",16,34,32,66
"SBGL",17,32,33,65
"SBGL",18,27,28,55
"SBGL",19,36,38,74
"SBGL",20,35,36,71
"SBGL",21,41,46,87
"SBGL",22,47,51,98
"SBGL",23,53,60,113
"SBGL",24,70,78,148
"SBGL",25,77,85,162
"SBGL",26,86,96,182
"SBGL",27,99,106,205
"SBGL",28,117,121,238
"SBGL",29,127,132,259
"SBGL",30,121,125,246
"SBGL",31,144,148,292
"SBGL",32,165,167,332
"SBGL",33,179,180,359
"SBGL",34,184,186,370
"SBGL",35,183,199,382
"SBGL",36,185,195,380
"SBGL",37,182,186,368
"SBGL",38,195,196,391
"SBGL",39,182,187,369
"SBGL",40,210,217,427
"SBGL",41,255,260,515
"SBGL",42,274,270,544
"SBGL",43,239,243,482
"SBGL",44,257,265,522
"SBGL",45,228,231,459
"SBGL",46,216,221,437
"SBGL",47,237,236,473
"SBGL",48,225,223,448
"SBGL",49,249,251,500
"SBGL",50,250,259,509
"SBGL",51,314,312,626
"SBGL",52,321,318,639
"SBGL",53,89,83,172
"SBPJ",1,50,50,100
"SBPJ",2,51,51,102
"SBPJ",3,52,52,104
"SBPJ",4,51,51,102
"SBPJ",5,46,46,92
"SBPJ",6,45,46,91
"SBPJ",7,45,44,89
"SBPJ",8,39,39,78
"SBPJ",9,47,46,93
"SBPJ",10,50,50,100
"SBPJ",11,50,49,99
"SBPJ",12,28,30,58
"SBPJ",13,10,10,20
"SBPJ",14,9,9,18
"SBPJ",15,7,7,14
"SBPJ",16,4,4,8
"SBPJ",17,3,4,7
"SBPJ",18,3,4,7
"SBPJ",19,3,7,10
"SBPJ",20,1,5,6
"SBPJ",21,2,5,7
"SBPJ",22,3,7,10
"SBPJ",23,3,6,9
"SBPJ",24,3,4,7
"SBPJ",25,6,9,15
"SBPJ",26,10,9,19
"SBPJ",27,10,15,25
"SBPJ",28,16,18,34
"SBPJ",29,14,16,30
"SBPJ",30,13,16,29
"SBPJ",31,12,14,26
"SBPJ",32,16,18,34
"SBPJ",33,16,16,32
"SBPJ",34,16,16,32
"SBPJ",35,17,17,34
"SBPJ",36,19,18,37
"SBPJ",37,22,22,44
"SBPJ",38,20,20,40
"SBPJ",39,19,19,38
"SBPJ",40,19,18,37
"SBPJ",41,19,18,37
"SBPJ",42,24,24,48
"SBPJ",43,23,24,47
"SBPJ",44,20,20,40
"SBPJ",45,23,24,47
"SBPJ",46,20,21,41
"SBPJ",47,24,24,48
"SBPJ",48,22,21,43
"SBPJ",49,27,27,54
"SBPJ",50,24,26,50
"SBPJ",51,29,29,58
"SBPJ",52,28,28,56
"SBPJ",53,6,8,14
"SBRB",1,35,33,68
"SBRB",2,36,36,72
"SBRB",3,37,37,74
"SBRB",4,35,36,71
"SBRB",5,35,36,71
"SBRB",6,35,35,70
"SBRB",7,38,37,75
"SBRB",8,32,32,64
"SBRB",9,34,35,69
"SBRB",10,34,34,68
"SBRB",11,35,34,69
"SBRB",12,25,28,53
"SBRB",13,10,6,16
"SBRB",14,2,4,6
"SBRB",15,2,2,4
"SBRB",16,2,2,4
"SBRB",17,2,2,4
"SBRB",18,1,2,3
"SBRB",19,3,3,6
"SBRB",20,3,3,6
"SBRB",21,3,3,6
"SBRB",22,3,3,6
"SBRB",23,2,2,4
"SBRB",24,4,4,8
"SBRB",25,4,4,8
"SBRB",26,3,3,6
"SBRB",27,8,8,16
"SBRB",28,9,9,18
"SBRB",29,9,9,18
"SBRB",30,9,9,18
"SBRB",31,8,8,16
"SBRB",32,10,10,20
"SBRB",33,13,13,26
"SBRB",34,18,18,36
"SBRB",35,16,16,32
"SBRB",36,18,18,36
"SBRB",37,20,20,40
"SBRB",38,18,18,36
"SBRB",39,18,18,36
"SBRB",40,18,18,36
"SBRB",41,18,18,36
"SBRB",42,19,19,38
"SBRB",43,22,22,44
"SBRB",44,21,21,42
"SBRB",45,22,21,43
"SBRB",46,23,22,45
"SBRB",47,24,24,48
"SBRB",48,24,24,48
"SBRB",49,27,27,54
"SBRB",50,25,25,50
"SBRB",51,29,29,58
"SBRB",52,28,28,56
"SBRB",53,8,8,16
"SBAU",1,29,27,56
"SBAU",2,30,30,60
"SBAU",3,29,29,58
"SBAU",4,29,30,59
"SBAU",5,30,30,60
"SBAU",6,31,31,62
"SBAU",7,31,31,62
"SBAU",8,24,24,48
"SBAU",9,29,29,58
"SBAU",10,32,31,63
"SBAU",11,30,30,60
"SBAU",12,12,15,27
"SBAU",19,5,4,9
"SBAU",20,14,14,28
"SBAU",21,10,11,21
"SBAU",22,8,11,19
"SBAU",23,12,13,25
"SBAU",24,2,3,5
"SBAU",25,5,5,10
"SBAU",26,6,6,12
"SBAU",27,5,4,9
"SBAU",28,6,6,12
"SBAU",29,11,11,22
"SBAU",30,11,11,22
"SBAU",31,10,10,20
"SBAU",32,10,11,21
"SBAU",33,11,10,21
"SBAU",34,10,10,20
"SBAU",35,9,9,18
"SBAU",36,9,9,18
"SBAU",37,9,9,18
"SBAU",38,9,9,18
"SBAU",39,9,9,18
"SBAU",40,9,9,18
"SBAU",41,9,9,18
"SBAU",42,10,10,20
"SBAU",43,9,9,18
"SBAU",44,12,11,23
"SBAU",45,17,17,34
"SBAU",46,16,16,32
"SBAU",47,16,16,32
"SBAU",48,16,16,32
"SBAU",49,16,16,32
"SBAU",50,16,16,32
"SBAU",51,17,17,34
"SBAU",52,17,17,34
"SBAU",53,5,6,11
"SBJU",1,51,50,101
"SBJU",2,50,50,100
"SBJU",3,52,52,104
"SBJU",4,52,54,106
"SBJU",5,49,54,103
"SBJU",6,45,50,95
"SBJU",7,46,51,97
"SBJU",8,36,41,77
"SBJU",9,45,45,90
"SBJU",10,44,44,88
"SBJU",11,46,46,92
"SBJU",12,34,37,71
"SBJU",13,4,3,7
"SBJU",14,2,2,4
"SBJU",15,2,2,4
"SBJU",16,3,3,6
"SBJU",17,4,4,8
"SBJU",18,3,3,6
"SBJU",19,4,4,8
"SBJU",20,4,4,8
"SBJU",21,4,4,8
"SBJU",22,4,4,8
"SBJU",23,4,4,8
"SBJU",24,7,7,14
"SBJU",25,11,11,22
"SBJU",26,11,10,21
"SBJU",27,13,13,26
"SBJU",28,13,12,25
"SBJU",29,13,13,26
"SBJU",30,13,13,26
"SBJU",31,13,13,26
"SBJU",32,13,13,26
"SBJU",33,13,13,26
"SBJU",34,13,13,26
"SBJU",35,13,12,25
"SBJU",36,13,13,26
"SBJU",37,13,13,26
"SBJU",38,13,14,27
"SBJU",39,12,12,24
"SBJU",40,26,26,52
"SBJU",41,27,26,53
"SBJU",42,29,30,59
"SBJU",43,28,28,56
"SBJU",44,27,25,52
"SBJU",45,30,29,59
"SBJU",46,28,28,56
"SBJU",47,26,26,52
"SBJU",48,26,26,52
"SBJU",49,29,29,58
"SBJU",50,31,30,61
"SBJU",51,31,32,63
"SBJU",52,34,33,67
"SBJU",53,8,11,19
"SBVC",1,53,52,105
"SBVC",2,51,51,102
"SBVC",3,52,52,104
"SBVC",4,50,52,102
"SBVC",5,50,51,101
"SBVC",6,51,50,101
"SBVC",7,48,49,97
"SBVC",8,35,35,70
"SBVC",9,44,43,87
"SBVC",10,49,49,98
"SBVC",11,48,49,97
"SBVC",12,34,33,67
"SBVC",13,2,3,5
"SBVC",16,2,2,4
"SBVC",17,1,1,2
"SBVC",18,1,1,2
"SBVC",22,1,1,2
"SBVC",23,1,1,2
"SBVC",24,2,2,4
"SBVC",25,2,2,4
"SBVC",27,7,7,14
"SBVC",28,7,7,14
"SBVC",29,7,6,13
"SBVC",30,6,6,12
"SBVC",31,9,8,17
"SBVC",32,18,13,31
"SBVC",33,17,13,30
"SBVC",34,17,14,31
"SBVC",35,17,17,34
"SBVC",36,19,19,38
"SBVC",37,22,22,44
"SBVC",38,26,25,51
"SBVC",39,25,25,50
"SBVC",40,20,20,40
"SBVC",41,21,22,43
"SBVC",42,27,27,54
"SBVC",43,24,24,48
"SBVC",44,23,22,45
"SBVC",45,30,30,60
"SBVC",46,31,31,62
"SBVC",47,30,30,60
"SBVC",48,29,29,58
"SBVC",49,26,26,52
"SBVC",50,33,33,66
"SBVC",51,33,33,66
"SBVC",52,29,30,59
"SBVC",53,9,9,18
"SBCB",1,25,25,50
"SBCB",2,25,25,50
"SBCB",3,26,26,52
"SBCB",4,22,22,44
"SBCB",5,18,18,36
"SBCB",6,10,10,20
"SBCB",7,9,9,18
"SBCB",8,16,16,32
"SBCB",9,17,17,34
"SBCB",10,7,7,14
"SBCB",11,7,8,15
"SBCB",12,2,2,4
"SBCB",13,1,1,2
"SBCB",14,1,1,2
"SBCB",15,1,1,2
"SBCB",16,1,1,2
"SBCB",17,2,2,4
"SBCB",18,1,1,2
"SBCB",19,1,1,2
"SBCB",20,1,1,2
"SBCB",21,1,1,2
"SBCB",22,0,1,1
"SBCB",23,2,2,4
"SBCB",24,1,1,2
"SBCB",26,1,2,3
"SBCB",27,1,1,2
"SBCB",29,1,1,2
"SBCB",30,2,1,3
"SBCB",32,1,1,2
"SBCB",34,1,1,2
"SBCB",36,1,1,2
"SBCB",38,1,1,2
"SBCB",42,2,2,4
"SBCB",43,1,1,2
"SBCB",45,2,2,4
"SBCB",46,1,1,2
"SBCB",47,1,1,2
"SBCB",49,1,1,2
"SBCB",50,5,5,10
"SBCB",51,19,19,38
"SBCB",52,17,17,34
"SBCB",53,4,4,8
"SBSG",1,209,207,416
"SBSG",2,218,216,434
"SBSG",3,213,213,426
"SBSG",4,211,216,427
"SBSG",5,197,201,398
"SBSG",6,190,187,377
"SBSG",7,177,178,355
"SBSG",8,157,154,311
"SBSG",9,185,189,374
"SBSG",10,164,164,328
"SBSG",11,168,169,337
"SBSG",12,115,120,235
"SBSG",13,22,23,45
"SBSG",14,16,15,31
"SBSG",15,15,14,29
"SBSG",16,14,14,28
"SBSG",17,15,16,31
"SBSG",18,12,12,24
"SBSG",19,12,12,24
"SBSG",20,14,13,27
"SBSG",21,14,14,28
"SBSG",22,15,14,29
"SBSG",23,16,16,32
"SBSG",24,20,20,40
"SBSG",25,23,23,46
"SBSG",26,25,25,50
"SBSG",27,30,30,60
"SBSG",28,30,30,60
"SBSG",29,33,33,66
"SBSG",30,29,29,58
"SBSG",31,30,30,60
"SBSG",32,32,32,64
"SBSG",33,40,38,78
"SBSG",34,46,45,91
"SBSG",35,52,50,102
"SBSG",36,62,62,124
"SBSG",37,58,59,117
"SBSG",38,62,62,124
"SBSG",39,63,63,126
"SBSG",40,72,73,145
"SBSG",41,93,88,181
"SBSG",42,93,93,186
"SBSG",43,90,91,181
"SBSG",44,93,88,181
"SBSG",45,102,105,207
"SBSG",46,105,104,209
"SBSG",47,104,106,210
"SBSG",48,99,98,197
"SBSG",49,109,108,217
"SBSG",50,122,119,241
"SBSG",51,156,156,312
"SBSG",52,160,160,320
"SBSG",53,39,42,81
"SBIP",1,18,17,35
"SBIP",2,25,25,50
"SBIP",3,25,25,50
"SBIP",4,26,26,52
"SBIP",5,27,27,54
"SBIP",6,30,30,60
"SBIP",7,32,32,64
"SBIP",8,23,23,46
"SBIP",9,27,28,55
"SBIP",10,30,29,59
"SBIP",11,26,26,52
"SBIP",12,7,8,15
"SBSO",1,3,3,6
"SBSO",2,4,4,8
"SBSO",3,4,4,8
"SBSO",4,4,4,8
"SBSO",5,5,5,10
"SBSO",6,6,6,12
"SBSO",7,6,6,12
"SBSO",8,3,3,6
"SBSO",9,6,6,12
"SBSO",10,6,6,12
"SBSO",11,5,5,10
"SBSO",12,3,2,5
"SBSO",36,1,1,2
"SBSO",37,3,3,6
"SBSO",38,4,4,8
"SBSO",39,4,4,8
"SBSO",40,8,8,16
"SBSO",41,7,7,14
"SBSO",42,9,8,17
"SBSO",43,9,9,18
"SBSO",44,8,8,16
"SBSO",45,8,8,16
"SBSO",46,6,6,12
"SBSO",47,5,5,10
"SBSO",48,6,6,12
"SBSO",49,6,6,12
"SBSO",50,6,6,12
"SBSO",51,6,6,12
"SBSO",52,5,5,10
"SBSO",53,2,2,4
"SBCA",1,35,35,70
"SBCA",2,39,39,78
"SBCA",3,40,40,80
"SBCA",4,41,41,82
"SBCA",5,45,44,89
"SBCA",6,45,45,90
"SBCA",7,43,43,86
"SBCA",8,30,30,60
"SBCA",9,37,37,74
"SBCA",10,45,46,91
"SBCA",11,44,44,88
"SBCA",12,19,21,40
"SBCA",13,1,1,2
"SBCA",27,3,3,6
"SBCA",28,3,3,6
"SBCA",29,3,3,6
"SBCA",30,3,2,5
"SBCA",31,3,4,7
"SBCA",32,3,3,6
"SBCA",33,2,3,5
"SBCA",34,3,3,6
"SBCA",35,3,3,6
"SBCA",36,3,3,6
"SBCA",37,5,5,10
"SBCA",38,8,8,16
"SBCA",39,8,8,16
"SBCA",40,10,10,20
"SBCA",41,11,11,22
"SBCA",42,12,12,24
"SBCA",43,12,12,24
"SBCA",44,12,12,24
"SBCA",45,16,17,33
"SBCA",46,18,18,36
"SBCA",47,18,18,36
"SBCA",48,17,17,34
"SBCA",49,21,21,42
"SBCA",50,25,25,50
"SBCA",51,23,22,45
"SBCA",52,20,20,40
"SBCA",53,6,6,12
"SBGO",1,270,266,536
"SBGO",2,280,280,560
"SBGO",3,276,276,552
"SBGO",4,275,274,549
"SBGO",5,265,266,531
"SBGO",6,266,267,533
"SBGO",7,258,262,520
"SBGO",8,225,228,453
"SBGO",9,245,246,491
"SBGO",10,255,259,514
"SBGO",11,245,250,495
"SBGO",12,130,137,267
"SBGO",13,35,35,70
"SBGO",14,27,28,55
"SBGO",15,21,21,42
"SBGO",16,20,20,40
"SBGO",17,21,20,41
"SBGO",18,18,16,34
"SBGO",19,26,21,47
"SBGO",20,25,24,49
"SBGO",21,24,25,49
"SBGO",22,26,25,51
"SBGO",23,28,28,56
"SBGO",24,38,36,74
"SBGO",25,45,44,89
"SBGO",26,48,48,96
"SBGO",27,45,50,95
"SBGO",28,45,51,96
"SBGO",29,56,59,115
"SBGO",30,54,58,112
"SBGO",31,56,59,115
"SBGO",32,64,62,126
"SBGO",33,70,69,139
"SBGO",34,78,76,154
"SBGO",35,80,79,159
"SBGO",36,91,92,183
"SBGO",37,97,98,195
"SBGO",38,87,88,175
"SBGO",39,84,84,168
"SBGO",40,101,101,202
"SBGO",41,106,105,211
"SBGO",42,120,117,237
"SBGO",43,121,115,236
"SBGO",44,115,113,228
"SBGO",45,153,154,307
"SBGO",46,151,150,301
"SBGO",47,150,152,302
"SBGO",48,161,164,325
"SBGO",49,175,179,354
"SBGO",50,183,183,366
"SBGO",51,190,193,383
"SBGO",52,174,171,345
"SBGO",53,48,50,98
"SBDN",1,29,29,58
"SBDN",2,33,33,66
"SBDN",3,32,32,64
"SBDN",4,33,33,66
"SBDN",5,34,33,67
"SBDN",6,28,28,56
"SBDN",7,29,28,57
"SBDN",8,21,21,42
"SBDN",9,26,25,51
"SBDN",10,34,34,68
"SBDN",11,34,34,68
"SBDN",12,17,19,36
"SBDN",31,2,1,3
"SBDN",32,6,6,12
"SBDN",33,6,6,12
"SBDN",34,6,6,12
"SBDN",35,6,7,13
"SBDN",36,8,8,16
"SBDN",37,9,9,18
"SBDN",38,10,10,20
"SBDN",39,10,10,20
"SBDN",40,13,13,26
"SBDN",41,14,13,27
"SBDN",42,16,17,33
"SBDN",43,16,16,32
"SBDN",44,21,19,40
"SBDN",45,29,29,58
"SBDN",46,28,29,57
"SBDN",47,29,28,57
"SBDN",48,29,28,57
"SBDN",49,28,28,56
"SBDN",50,30,30,60
"SBDN",51,24,24,48
"SBDN",52,22,21,43
"SBDN",53,5,7,12
"SBBR",1,1216,1235,2451
"SBBR",2,1275,1278,2553
"SBBR",3,1265,1264,2529
"SBBR",4,1255,1243,2498
"SBBR",5,1228,1230,2458
"SBBR",6,1214,1213,2427
"SBBR",7,1220,1216,2436
"SBBR",8,1050,1049,2099
"SBBR",9,1186,1189,2375
"SBBR",10,1214,1211,2425
"SBBR",11,1193,1190,2383
"SBBR",12,707,702,1409
"SBBR",13,174,166,340
"SBBR",14,87,84,171
"SBBR",15,66,64,130
"SBBR",16,56,53,109
"SBBR",17,55,54,109
"SBBR",18,59,58,117
"SBBR",19,78,80,158
"SBBR",20,76,75,151
"SBBR",21,81,86,167
"SBBR",22,94,92,186
"SBBR",23,110,109,219
"SBBR",24,136,132,268
"SBBR",25,153,156,309
"SBBR",26,162,161,323
"SBBR",27,256,252,508
"SBBR",28,264,261,525
"SBBR",29,290,287,577
"SBBR",30,299,299,598
"SBBR",31,338,326,664
"SBBR",32,364,358,722
"SBBR",33,424,425,849
"SBBR",34,461,458,919
"SBBR",35,480,483,963
"SBBR",36,575,580,1155
"SBBR",37,599,594,1193
"SBBR",38,582,581,1163
"SBBR",39,578,578,1156
"SBBR",40,657,647,1304
"SBBR",41,702,714,1416
"SBBR",42,747,741,1488
"SBBR",43,711,706,1417
"SBBR",44,666,666,1332
"SBBR",45,740,732,1472
"SBBR",46,722,718,1440
"SBBR",47,724,724,1448
"SBBR",48,733,740,1473
